Tipo,Inep,Nome,AbreviacaoNome,Telefone,Email
NI                                                                                        ,43187935,CRECHE JARDIM DE ESTRELAS LTDA                          ,JARDIM DE ESTRE               ,32120552,jardimdeestrelas@terra.com.br                     
NI                                                                                        ,43187951,ESCOLA DE EDUCAÇÃO INFANTIL TURMA DA MÔNICA             ,TURMA DA MONICA               ,33286374,berliseschneider@bol.com.br                       
NI                                                                                        ,43187960,CENTRO DE RECR INF PLANETA CRIANCA                      ,PLANETA CRIANÇA               ,33818201,mundodoabc@mundodoabc.com.br                      
NI                                                                                        ,43187978,ESCOLINHA PEDAGOGICA CORUJINHA SAPECA LTDA              ,CORUJINHA SAPEC               ,33346228,corujinha.sapeca@terra.com.br                     
NI                                                                                        ,43187986,CRECHE VOVO OLMIRA                                      ,VOVO OLMIRA                   ,3155733,ricchetti@pop.com.br                              
NI                                                                                        ,43187994,CENTRO INFANTIL FABRICA DOS SONHOS LTDA                 ,FABRICA DOS SON               ,32339371,fabricadossonhos@terra.com.br                     
NI                                                                                        ,43188001,PRIMEIRA INFÂNCIA CRECHE MATERNAL E JARDIM              ,PRIMEIRA INFANC               ,33405646,lusanfre@gmail.com                                
NI                                                                                        ,43188010,CENTRO INFANTIL MUNDO CRIANÇA LTDA.                     ,MUNDO CRIANÇA                 ,33861264,                                                  
NI                                                                                        ,43188028,ESCOLA INFANTIL RECANTO DO PIA LTDA                     ,RECANTO DO PIA                ,32414744,tanara.bandeira@yahoo.com.br                      
NI                                                                                        ,43188044,ESCOLA CORACAO MAGICO                                   ,CORACAO MAGICO                ,33641055,coracaomagico@gmail.com                           
NI                                                                                        ,43188052,ESCOLA INCLUSIVA DE EDUCAÇÃO INFANTIL FAZENDINHA        ,FAZENDINHA                    ,32481573,fazendinha.aguiar.conde@bol.com.br                
NI                                                                                        ,43188060,-2M BERÇÁRIO CRECHE E RECREAÇÃO LTDA                    ,RECREAÇÃO CRECH               ,32413766,escolabichocarpinteiro@hotmail.comi               
NI                                                                                        ,43188087,CREARE CULTURA RECREAÇÃO ARTES E EDUCAÇÃO               ,CREARE                        ,32685380,escolacreare@terra.com.br                         
NI                                                                                        ,43188109,ESCOLA EDUCAÇÃO INFANTIL MUNDO MAGICO DA ALEGRIA        ,MUNDO MAGICO                  ,33952948,                                                  
NI                                                                                        ,43188290,CRECHE GIRAFINHA TRAVESSA                               ,GIRAFINHA TRAVE               ,32289597,karina.cerezer@yahoo.com.br                       
NI                                                                                        ,43188338,CRECHE HAPPY BABY                                       ,HAPPY BABY                    ,33462837,lh.leila@gmail.com                                
NI                                                                                        ,43188346,CRECHE SONHO MEU                                        ,SONHO MEU                     ,33624919,crechesonhomeu@hotmail.com                        
NI                                                                                        ,43188362,CRECHE APRENDENDO COM ALEGRIA LTDA                      ,APRENDENDO COM                ,33342036,aprendendocomalegria@via-rs.net                   
NI                                                                                        ,43188370,CRECHE DESCOBRINDO O MUNDO                              ,DESCOBRINDO O M               ,32337469,admdescobrindoomundo@terra.com.br                 
NI                                                                                        ,43188389,CRECHE E RECREAÇÃO GAROTO SAPECA LTDA                   ,GAROTO SAPECA                 ,32252005,garroto.sapeca@terra.com.br                       
NI                                                                                        ,43188397,BORBOLETA AZUL                                          ,BORBOLETA AZUL                ,30264640,                                                  
NI                                                                                        ,43188419,CENTRO INFANTIL CONSTRUIR                               ,CONSTRUIR                     ,33435924,infantilconstruir@ig.com.br                       
NI                                                                                        ,43188427,ESCOLA DE DUCAÇÃO INFANTIL TURMA PE NO CHAO             ,TURMA PE NO CHA               ,33431733,escola.penochao@ibest.com.br                      
NI                                                                                        ,43188443,CENTRO INFANTIL TURMA DO GIZ DE CERA                    ,TURMA DO GIZ DE               ,32214462,gizdecera@portoweb.com.br                         
NI                                                                                        ,43188451,ESCOLA DE EDUCAÇÃO INFANTIL VOANDO ALTO                 ,VOANDO ALTO                   ,32416869,secretaria@escolavoandoalto.com.br                
NI                                                                                        ,43188508,ESCOLA DE EDUCAÇÃO INFANTIL ARCANJO MIGUEL              ,ARCANJO MIGUEL                ,33626605,lucianegonzatti@yahoo.com.br                      
NI                                                                                        ,43188524,BERÇARIO E CRECHE SEMENTINHA DO AMANHA LTDA             ,SEMENTINHA DO A               ,33444902,                                                  
NI                                                                                        ,43188532,ESCOLA DE EDUCAÇÃO INFANTIL OFICINA DA CRIANÇA          ,OFICINA D ACRIA               ,33482595,oficinadacrianca@terra.com.br                     
NI                                                                                        ,43188567,ESCOLA PEQUERRUCHO CRECHE E RECREAÇÃO                   ,PEQUERRUCHO                   ,33663053,                                                  
NI                                                                                        ,43188575,CRECHE BEATRIZ REGINA BIFFI                             ,BEATRIZ                       ,32481109,                                                  
NI                                                                                        ,43188591,CENTRO DE EDUCAÇÃO INFANTIL BALÃO MÁGICO                ,BALÃO MAGICO                  ,32591810,gisabn@yahoo.com.br                               
NI                                                                                        ,43188605,ESCOLA INFANTIL SERELEPE                                ,SERELEPE                      ,33673854,                                                  
NI                                                                                        ,43188613,CRECHE SOC BENEF E RECREAT VILA RESTINGA                ,VILA RESTINGA                 ,32614394,                                                  
NI                                                                                        ,43188648,ESCOLA INFANTIL LARANJINHA DO CÉU                       ,LARANJINHA DO C               ,33482122,dindriunas@superig.com.br                         
NI                                                                                        ,43188702,ESCOLA DE EDUCAÇÃO INFANTIL PEDACINHO DO CÉU            ,PEDACINHO DO CE               ,33414522,dorakoo@gmail.com                                 
NI                                                                                        ,43188710,CRECHE ESTACAO DA FELICIDADE LTDA                       ,ESTAÇÃO DA FELI               ,32269974,                                                  
NI                                                                                        ,43188729,ESCOLA DE EDUCAÇÃO INFANTIL  VOVO MARGARIDA             ,VOVO MARGARIDA                ,32663252,vovomargarida@terra.com.br                        
NI                                                                                        ,43188974,CRECHE  EDUCACIONAL TURMINHA DO FAISCA LTDA             ,TURMINHA DO FAI               ,2125685,alderina.fantinel@gmail.com                       
NI                                                                                        ,43188990,CRECHE ARTE E MANHA LTDA                                ,ARTE E MANHA                  ,32418140,                                                  
NI                                                                                        ,43189482,CRECHE  E RECREAÇÃO COLINHO LTDA                        ,COLINHO                       ,33186764,vibecker@terra.com.br                             
NI                                                                                        ,43190057,ESCOLA DE EDUCAÇÃO INFANTIL PÉ DE VENTO                 ,PE DE VENTO                   ,32862737,grupopedevento@yahoo.com.br                       
NI                                                                                        ,43190073,ESCOLA DE EDUCAÇÃO INFANTIL LEVADOS DA BRECA            ,LEVADOS DA BREC               ,32499011,                                                  
NI                                                                                        ,43190090,BOLA E BAMBOLE LTDA                                     ,BOLA E BAMBOLE                ,30198219,bbambole@bol.com.br                               
NI                                                                                        ,43190111,ESCOLA DE EDUCAÇÃO INFANTIL  JARDIM ZONA SUL            ,ZONA SUL                      ,96083541,escolinhajzs@bol.com.br                           
NI                                                                                        ,43190138,CRECHE PLANETA INFANTIL                                 ,PLANETA INFANTI               ,33368604,cristinaaraujo23@terra.com.br                     
NI                                                                                        ,43190162,CRECHE CURUMIM                                          ,CURUMIM                       ,32271574,curumim@nossacurumim.com.br                       
NI                                                                                        ,43190197,CENTRO EDUCACIONAL VIVENDO E APRENDENDO LTDA            ,VIVENDO E APREN               ,32669311,                                                  
NI                                                                                        ,43190200,CENTRO INFANTIL VOVÓ ANINHA                             ,VÓ ANINHA                     ,32463876,vovoaninha@terra.com.br                           
NI                                                                                        ,43190235,ESCOLINHA CILIKA                                        ,CILIKA                        ,2417944,                                                  
NI                                                                                        ,43190243,CRECHE E BERÇÁRIO BEBÊ CONFORTO LTDA                    ,BEBE CONFORTO                 ,32226462,bebeconforto@he.com.br                            
NI                                                                                        ,43190251,CRECHE BALÃO VERMELHO                                   ,BALÃO VERMELHO                ,32314627,balao@escolabalaovermelho.com.br                  
NI                                                                                        ,43190260,FAZENDO DE TUDO - ESCOLA DE EDUCAÇÃO INFANTIL           ,FAEZNDO DE TUDO               ,33304747,fazendodetudo@plugin.com.br                       
NI                                                                                        ,43190278,ESCOLA DE EDUCAÇÃO INFANTIL ESPAÇO ATIVO                ,ESPEÇO ATIVO                  ,33475437,escola-espacoativo@hotmail.com                    
NI                                                                                        ,43190286,BERENICE AMORIM DE AMORIM -ME                           ,BERENICE AMORIN               ,33444908,clubinhodacrianca@terra.com.br                    
NI                                                                                        ,43190332,PRÉ-ESCOLA PARAÍSO DOS BAIXINHO                         ,PARAÍSO DOS BAI               ,32460808,vivianelopes@cpovo.net                            
NI                                                                                        ,43190340,ESCOLA DE EDUCAÇÃO INFANTIL ARCO IRIS MAGICO            ,ARCO IRIS MAGIC               ,33327410,www.arcoirismagico.cjb.net                        
NI                                                                                        ,43190413,ESCOLA DE EDUCAÇÃO INFANTIL PORTINHO ALEGRE             ,PORTINHO ALEGRE               ,32111697,portinhoalegre@terra.com.br                       
NI                                                                                        ,43190421,BERÇARIO CRECHE E RECREAÇÃO NENECA                      ,NENECA                        ,33211666,e.neneca@terra.com.br                             
NI                                                                                        ,43190448,PROEPRE CENTRO DE EDUCACAO INFANTIL LTDA                ,PROEPRE                       ,32227878,proepre@portoweb.com.br                           
NI                                                                                        ,43190472,BERÇARIO MATERNAL E CRECHE  GENTE NOSSA LTDA            ,GENTE NOSSA                   ,33419215,                                                  
NI                                                                                        ,43190510,CRECHE E RECREAÇÃO LAGO DO CISNE LTDA                   ,LAGO DO CISNE                 ,32334909,escolalagodocisne@hotmail.com                     
NI                                                                                        ,43190596,BERÇARIO E RECREAÇÃO MT LTDA -ME                        ,BERÇARIO                      ,33331959,escolaaquieufico@terra.com.br                     
NI                                                                                        ,43190693,ESCOLA DE EDUCAÇÃO INFANTIL AMIGOS DO SABER             ,AMIGOS DO SABER               ,32413504,                                                  
NI                                                                                        ,43190731,EUGENIA NOAL ROSA - ME                                  ,EUGENIA                       ,32280474,ursinhotumtum@yahoo.com.br                        
NI                                                                                        ,43190766,CRECHE ESC. DE ED. INFANTIL BICHINHO DA GOIABA          ,BICHINHO DA GOI               ,33343841,                                                  
NI                                                                                        ,43190820,PRE ESCOLA TETÊ DENGOSO                                 ,TETE                          ,3363356,www.tetedengosoescof@aol.com.br                   
NI                                                                                        ,43190839,REINO DA FANTASIA CENTRO DE CRIATIVIDADE E RECREAÇ      ,FANTASIA                      ,33395979,reino.fantasia@brturbo.com.br                     
NI                                                                                        ,43190847,DOCE AFETO CRECHE BERÇÁRIO E RECREAÇÃO LTDA             ,DOCE AFETO                    ,33486555,escolanovorumo@yahoo.com.br                       
NI                                                                                        ,43190863,ESC ENS INF FUND KINDER LAND                            ,KINDER                        ,33381170,contato@escolakinderland.com.br                   
NI                                                                                        ,43190871,ESC EDUC INF CENTRO ADM FERNANDO FERRARI                ,FERNANDO FERRAR               ,32881274,esedi@sarh.rs.gov.br                              
NI                                                                                        ,43190880,ESCOLA INFANTIL VIVER E CONVIVER                        ,VIVER E CONVIVE               ,32170044,vivereconviver@ig.com.br                          
NI                                                                                        ,43190898,ESCOLA DE EDUCAÇÃO INFANTIL CICLA                       ,CICLA                         ,33286100,escolinhacicla@terra.com.br                       
NI                                                                                        ,43191100,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL GATINHO TRAVESSO       ,GATINHO TRAVESS               ,3324085,gatinhotravesso@ig.com.br                         
NI                                                                                        ,43191134,ESC EDUC INFANTIL ARQUITETO BATISTTINO ANELE/DAER       ,ARQUITETO BATIS               ,32105287,creche@daer.rs.gov.br                             
NI                                                                                        ,43191150,ESCOLA DE EDUCAÇÃO INFANTIL 1001 TRAVESSURAS            ,1001 TRAVESSURA               ,33349360,travessura-1001@hotmail-com.br                    
NI                                                                                        ,43191185,ESCOLA DE EDUCAÇÃO INFANTIL CATA-VENTO                  ,CATA VENTO                    ,33627116,escola.cata-vento@ibest.com.br                    
NI                                                                                        ,43191231,ESCOLA DE EDUCAÇÃO INFANTIL REINO DOS BAIXINHOS         ,REINO DOS BAIXI               ,33861314,                                                  
NI                                                                                        ,43191258,CRECHE WERNER SCHWUCHOW                                 ,WERNER                        ,33143038,creche@hmv.org.br                                 
NI                                                                                        ,43191266,BABY E CIA                                              ,BABY E CIA                    ,32499245,                                                  
NI                                                                                        ,43191282,PINÓQUIO CRECHE E RECREAÇÃO LTDA ME                     ,PINÓQUIO                      ,33156863,escolaalfabeto@yahoo.com.br                       
NI                                                                                        ,43191304,CRECHE CASINHA FELIZ LTDA                               ,CASINHA FELIZ                 ,32238122,                                                  
NI                                                                                        ,43191320,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL TOK DO SABER           ,TOK DO SABER                  ,33421571,bregon@terra.com.br                               
NI                                                                                        ,43191339,CRECHE KINDERGARTEN LTDA                                ,KINDERGERTEN                  ,32197026,                                                  
NI                                                                                        ,43191347,PEQUENO POLEGAR ESCOLA INFANTIL                         ,PEQUENO                       ,33841391,                                                  
NI                                                                                        ,43191355,ESC EDUC INF SESI RUBEM BERTA                           ,SESI                          ,33672100,educacao.rubemberta@sesirs.org.br                 
NI                                                                                        ,43191363,CRECHE BEBÊ FOFINHO                                     ,BEBE FOFINHO                  ,32337192,fofinho.bb@mail.com                               
NI                                                                                        ,43191398,ESCOLA DE EDUCAÇÃO INFANTIL CONSTRUIR                   ,CONSTRUIR                     ,32240953,kakamcardoso@yahoo.com.br                         
NI                                                                                        ,43191401,CENTRO INFANTIL AMIGUINHOS DA PRAÇA LTDA                ,AMIGUINHOS DA P               ,33282479,amiguinhosdapraca@terra.com.br                    
NI                                                                                        ,43191410,CENTRO INFANTIL J & A LTDA-ME                           ,J & A                         ,32192379,casteloencantado@hotmail.com                      
NI                                                                                        ,43191428,RECREAÇÃO SER FELIZ                                     ,SER FELIZ                     ,32485994,                                                  
NI                                                                                        ,43191436,CENASA SEMEAR                                           ,CENASA                        ,33641420,semearpo@gmail.com                                
NI                                                                                        ,43191444,TURMA DO BARULHO RECREAÇÃO INFANTIL LTDA                ,TURMA DO BARULH               ,32116187,maribel-jorge@ig.com.br                           
NI                                                                                        ,43191460,ABELHINHA ESCOLINHA DE CRIATIVIDADE E LAZER             ,ABELHINHA                     ,33362654,abelhinha.e@terra.com.br                          
NI                                                                                        ,43191479,ESCOLA DE EDUCAÇÃO INFANTIL PARQUE DOS PRÍNCIPES        ,PARQUE DOS  PRI               ,33124497,parque.principes@uol.com.br                       
NI                                                                                        ,43191487,ESCOLA DE EDUCAÇÃO INFANTIL DENTE DE LEITE              ,DENTE DE LEITE                ,33405583,www.educacaodentedeleite@gmail.com                
NI                                                                                        ,43191495,UM MUNDO ENCANTADO                                      ,MUNDO                         ,33382637,solpp@terra.com.br                                
NI                                                                                        ,43191509,CENTRO INFANTIL LUA ENCANTADA                           ,LUA ENCANTADA                 ,33652399,                                                  
NI                                                                                        ,43191525,EDUCARTE ESCOLA DE EDUCAÇÃO INFANTIL LTDA               ,EDUCARTE                      ,32311800,educarrs@terra.com.br                             
NI                                                                                        ,43191541,BERÇARIO CRECHE RECREAÇÃO CISNE BRANCO LTDA             ,CISNE BRANCO                  ,32316345,                                                  
NI                                                                                        ,43191568,ESCOLA DE EDUCAÇÃO INFANTIL PLANETA COR                 ,PLANETA COR                   ,33125134,planeta.cor@terra.com.br                          
NI                                                                                        ,43191576,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL BRILHO DE SOL          ,BRILHO DE SOL                 ,33953307,bsol@pop.com.br                                   
NI                                                                                        ,43191606,CRECHE JOANINHA LTDA                                    ,JOANINHA                      ,33451703,escola.joaninha@hotmail.com                       
NI                                                                                        ,43191622,ESCOLA DE EDUCAÇÃO INFANTIL  FADA MADRINHA              ,FADA MADRINHA                 ,33673350,                                                  
NI                                                                                        ,43191630,ESCOLA DE RECREAÇÃO CANARINHO                           ,CANARINHO                     ,33643256,escola.canarinho@hotmail.com                      
NI                                                                                        ,43191649,CRECHE FOFURA LTDA-INST.DE EDUC.INFANTIL FOFURA         ,FOFURA                        ,33411097,                                                  
NI                                                                                        ,43191681,CENTRO EDUCACIONAL BALÃO AZUL                           ,BALÃO AZUL                    ,3319801,bazul@portoweb.com.br                             
NI                                                                                        ,43191690,JARDIM E CIA                                            ,JARDIM E CIA                  ,33380253,jardim@jardimecia.com.br                          
NI                                                                                        ,43191703,PEQUENO GENIO CRIATIVO E LAZER LTDA                     ,PEQUENO GENIO                 ,33391916,peqgenio@hotmail.com                              
NI                                                                                        ,43191720,CENTRO DE EDUCAÇÃO INFANTIL COLMEIA LTDA                ,COLMEIA                       ,33423102,escola.colmeia@bol.com.br                         
NI                                                                                        ,43191738,MUNDO MÁGICO LTDA                                       ,MUNDO MAGICO                  ,32174011,escola@escolamundomagico.net                      
NI                                                                                        ,43191746,ESCOLA DE EDUCAÇÃO INFANTIL LAR DO BEBE PUPILEIRA       ,LAR DO BEBE                   ,32221574,l.bebe@terra.com.br                               
NI                                                                                        ,43191754,CRECHE COELHINHO AZUL                                   ,COELHINHO AZUL                ,33864388,coelhinhoazul@terra.com.br                        
NI                                                                                        ,43191762,CRECHE E MATERNAL BARQUINHO DE PAPEL                    ,BARQUIHO DE PAP               ,33477728,cicabotti@bol.com.br                              
NI                                                                                        ,43191800,ESCOLINHA EDUCACIONAL INFANTIL TURMA DA MÔNICA          ,TURMA DA MONICA               ,33449528,                                                  
NI                                                                                        ,43191819,INSTITUIÇÃO DE EDUCAÇÃO INFANTIL HOTELZINHO             ,HOTELZINHO                    ,33307511,hotelzinho@escolahotelzinho.com.br                
NI                                                                                        ,43191835,AMPARO DA IMACULADA CONCEIÇÃO                           ,IMACULADA                     ,32334334,amparo.conceicao@bol.com.br                       
NI                                                                                        ,43191843,ESC. DE EDUC. INF. MIMO DE GENTE SOC. SIMP.LTDA ME      ,MIMO DE GENTE                 ,33414531,ividor@cpovo.net                                  
NI                                                                                        ,43191886,CENTRO EDUCACIONAL INFANTIL FUTURO                      ,CENTRO EDUC FUT               ,33365732,janadiet@hotmail.com                              
NI                                                                                        ,43191908,CENTRO DE RECREAÇÃO URSINHO PIM POM LTDA                ,URSINHO PIM POM               ,33349625,ursipimpom@hotmail.com                            
NI                                                                                        ,43191924,CENTRO INFANTIL ANJINHO MALAQUIAS LTDA                  ,ANJINHO MALAQUI               ,33420399,anjinhomalaquias2009@terra.com.br                 
NI                                                                                        ,43191932,ESCOLA EDUCAÇÃO INFANTIL DOCE MEL                       ,DOCE MEL                      ,33386141,docemel@escoladocemel.com.br                      
NI                                                                                        ,43191940,ESCOLA DE EDUCAÇÃO INFANTIL DA MÔNICA                   ,INFANCIA DA MON               ,33612018,escolamonica@pop.com.com.br                       
NI                                                                                        ,43191959,CRECHE CEGONHA SAPECA                                   ,CEGONHA SAPECA                ,32217076,arlenebraga@terra.com.br                          
NI                                                                                        ,43191967,SEC. DE AÇÃO SOC. DA ARQUIDIOCESE DE PORTO ALEGRE       ,ARQUIDIOCESE                  ,32232555,secretariado@saspoa.org.br                        
NI                                                                                        ,43191975,CENTRO DE APRENDIZAGEM INFANTIL CRIANÇA E CIA           ,CRIANÇA E CIA                 ,3612894,                                                  
NI                                                                                        ,43191983,C0LÉGIO UNIFICADO IGUATEMI                              ,UNIFICADO IGUAT               ,33289530,colegionilo@unificado.com.br                      
NI                                                                                        ,43200907,ESC EDUC INF GIRASSOL AMARELO LTDA                      ,GIRASSOL                      ,32330519,                                                  
NI                                                                                        ,43200923,ESCOLA DE EDUCAÇÃO INFANTIL BRINCAR E APRENDER          ,BRINCAR E APREN               ,33111551,brincar_aprender@hotmail.com                      
NI                                                                                        ,43200931,CENTRO DE APRENDIZAGEM INFANTIL FEITO CRIANÇA LTDA      ,FEITO CRIANÇA                 ,33424161,                                                  
NI                                                                                        ,43200958,PÉ DE MOLEQUE RECREAÇÃO LTDA                            ,PE DE MOLEQUE                 ,33377863,                                                  
NI                                                                                        ,43200966,CENTRO DE RECREAÇÃO ELMARI LTDA                         ,ELMARI                        ,32237949,macaquinhosmacaquinhos@hotmail.com                
NI                                                                                        ,43200974,ESCOLA INFANTIL SÍTIO ENCANTADO                         ,SITIO ENCANTADO               ,32480136,                                                  
NI                                                                                        ,43200982,ASSOC.AMIG.ARTEÃOS PESCA ILHA PINTADA-REC.CRIANÇA       ,PESCA                         ,32116156,                                                  
NI                                                                                        ,43200990,CRECHE E ESCOLA INFANTIL VIDA ENCANTADA LTDA            ,VIDA ENCANTADA                ,32280767,vidaencantada@terra.com.br                        
NI                                                                                        ,43201008,TEICHMANN E RITTER LTDA                                 ,TEICHMANN E RIT               ,33304923,joaoeduardoritter@terra.com.br                    
NI                                                                                        ,43201016,CRECHE BOLINHA DE SABÃO- CENT.INT.INF.TURM.EMÍLIA       ,BOLINHA DE SABÃ               ,32467900,                                                  
NI                                                                                        ,43201024,CRECHE BERÇARIO E RECREAÇAO BABY HOUSE                  ,BABY HOUSE                    ,33284657,                                                  
NI                                                                                        ,43201040,RECREAÇÃO INFANTIL BRIZELY                              ,BRIZELY                       ,32499014,resende.ez@terra.com.br                           
NI                                                                                        ,43201075,CENTRO DE EDUCAÇÃO INFANTIL CONSTRUINDO O FUTURO        ,CONSTRUINDO O F               ,33642063,construindofuturo@bom.com.br                      
NI                                                                                        ,43201105,CENTRO DE ATENDIMENTO INFANTIL TURMA DO MORANGUINH      ,TURMA DO MORANG               ,33426639,turmadomoranguinho@terra.com.br                   
NI                                                                                        ,43201113,ESCOLA DE EDUCAÇÃO INFANTIL BANANAS DE PIJAMAS          ,BANANAS                       ,30193620,                                                  
NI                                                                                        ,43201121,ESCOLA DE EDUCAÇÃO INFANTIL  OLÍVIA PALITO LTDA         ,OLIVIA PALITO                 ,33360585,jhomc@terra.com.br                                
NI                                                                                        ,43201148,ESCOLA DE EDUCAÇÃO INFANTIL  PINDUCA E CIA              ,PINDUCA                       ,33952948,pinducaecia@hotmail.com                           
NI                                                                                        ,43201164,ESCOLA DE EDUCAÇÃO INFANTIL VIVER E APRENDER            ,VIVER E APRENDE               ,32668699,secretaria@vivereaprender-rs.com.br               
NI                                                                                        ,43201172,ESCOLA DE EDUCAÇÃO INFANTIL SEMEANDO O SABER            ,SEMEANDO O SABE               ,33971996,eeisemeandoosaber@yahoo.com.br                    
NI                                                                                        ,43201199,MUNDO COLORIDO ESCOLA DE EDUCAÇÃO INFANTIL LTDA         ,MUNDO COLORIDO                ,33307709,amanda.pinhatti@bol.com.br                        
NI                                                                                        ,43201202,CENTRO INFANTIL RECANTO MIMOSO LTDA                     ,RECANTO MIMOSO                ,33426769,recantomimoso@hotmail.com                         
NI                                                                                        ,43201245,ESCOLA EDUCAÇÃO INFANTIL MUNDO VERDE                    ,MUNDO VERDE                   ,32684700,contato@escolamundoverde.com.br                   
NI                                                                                        ,43201300,TIA JANJA                                               ,JANJA                         ,3210759,                                                  
NI                                                                                        ,43201318,ESCOLA DE EDUCAÇÃO INFANTIL CASTELO DE SONHOS           ,CASTELO DE SONH               ,33467664,                                                  
NI                                                                                        ,43201342,MORANGUINHO ESCOLA DE RECR.JDIM E PRÉ                   ,MORANGUINHO                   ,33642242,escolamoranguinhods@hotmail.com                   
NI                                                                                        ,43201407,ESPAÇO CRIATIVO ESCOLA DE EDUCAÇÃO INFANTIL             ,CRIATIVO                      ,33348712,mariliawoida@portoweb.com.br                      
NI                                                                                        ,43201431,ESCOLA DE EDUCAÇÃO INFANTIL LUGAR DE CRIANÇA LTDA       ,LUGAR DE CRIANÇ               ,30289872,                                                  
NI                                                                                        ,43201466,DESPERTAR EDUCAÇÃO INFANTIL LTDA                        ,DESPERTAR                     ,33884238,escolinhadespertar@terra.com.br                   
NI                                                                                        ,43201474,IDERLI INES CARVALHO RUBIM CUIDA-SE DE CRIANCAS         ,IDERI INES                    ,32611518,                                                  
NI                                                                                        ,43201490,IRIA CENTENO                                            ,IRIA                          ,32617151,                                                  
NI                                                                                        ,43201539,CENTRO DE EDUCAÇÃO INFANTIL ARTE E VIDA LTDA            ,ARTE E VIDA                   ,30286987,BECKERDELEON@IG.COM.BR                            
NI                                                                                        ,43201555,ESCOLA DE EDUCAÇÃO INFANTIL  NSA SRA DAS GRACAS         ,DAS GRAÇAS                    ,33689034,                                                  
NI                                                                                        ,43201571,BERÇÁRIO E CRECHE KARA MELADA                           ,KARA MELADA                   ,32231988,kara.melada@yahoo.com.br                          
NI                                                                                        ,43201610,CRECHE MAESTRINHO LTDA                                  ,MAESTRINHO                    ,32179849,                                                  
NI                                                                                        ,43201717,ESC ENS FUND NOSSA SENHORA DE FÁTIMA                    ,SENHORA DE FATI               ,33662497,zonanorte@dohms.org.br                            
NI                                                                                        ,43201750,SOCIEDADE EDUCACIONAL AFRÂNIO LTDA                      ,AFRANIO                       ,33375666,afranio@colegioafranio.com.br                     
NI                                                                                        ,43201776,CENTRO TECNOLÓGICO DA ACM                               ,ACM                           ,32268288,tec@acm-rs.com.br                                 
NI                                                                                        ,43203140,CRECHE TIA XUXINHA LTDA.                                ,TIA XUXINHA                   ,33333543,                                                  
NI                                                                                        ,43203159,ASSOC. BENEF. FRATERNO AUXILIO CRISTÃO DA S. FAM.       ,AUXILIO CRISTÃO               ,32248814,escola.sagradafamilia@yahoo.com.br                
NI                                                                                        ,43203167,ESCOLA DE EDUCAÇÃO INFANTIL VAMOS CRESCER               ,VAMOS CRESCER                 ,32469343,escola@vamoscrescer.com.br                        
NI                                                                                        ,43203191,ESCOLA DE EDUCAÇÃO INFANTIL MAGIA DO SABER              ,MAGIA DO SABER                ,33327779,magia.saber@bol.com.br                            
NI                                                                                        ,43203205,CRECHE E PRÉ-ESCOLA PINGOS DE LUZ                       ,PINGOS DE LUZ                 ,33406720,                                                  
NI                                                                                        ,43203221,CRECHE E HOTELZINHO CACHINHOS DOURADOS LTDA             , CACHINHOS DOUR               ,33871794,everton62rs@hotmail.com                           
NI                                                                                        ,43203230,CENTRO INFANTIL SOLDADINHO VALENTE                      ,SOLDADINHO VALE               ,32320873,                                                  
NI                                                                                        ,43203655,ESCOLA  DE EDUCAÇÃO INFANTIL BEIJA FLOR                 ,BEIJA FLOR                    ,33384941,escola.beijaflor@ig.com.br                        
NI                                                                                        ,43203817,COLÉGIO MESQUITA                                        ,MESQUITA                      ,33403110,direcao@mesquitacolegio.com.br                    
NI                                                                                        ,43203825,ESC EDUC PROFISSIONAL EM SAÚDE                          ,SAUDE                         ,33319555,ensino@iahcs.com.br                               
NI                                                                                        ,43203833,UNIDADE DE ENSINO ESPECIAL CONCÓRDIA - ULBRA            ,CONCÓRDIA                     ,33412039,ulbraespconcordia@ulbra.br                        
NI                                                                                        ,43203841,NEEJACP DARCY VARGAS                                    ,DARCY VARGAS                  ,32216366,neejacpdvargas-01cre@seduc.rs.gov.br              
NI                                                                                        ,43203850,NEEJA DARCY RIBEIRO                                     ,DARCY RIBEIRO                 ,33883957,neejacpdarcyribeiro@yahoo.com.br                  
NI                                                                                        ,43203868,COLÉGIO UNIVERSITARIO DE ENS MEDIO                      ,UNIVERSITARIO M               ,32112710,                                                  
NI                                                                                        ,43203876,COLÉGIO UNIFICADO LINDÓIA                               ,UNIFICADO LINDO               ,33442658,colegiostrip@unificado.com.br                     
NI                                                                                        ,43203884,ESCOLA DE ENSINO FUNDAMENTAL CORONEL ESCOBAR            ,CORONEL ESCOBAR               ,33351800,escola@escolaescobar.com.br                       
NI                                                                                        ,43204627,CENTRO RECREATIVO TURMA DO PIU PIU                      ,PIU PIU                       ,32611008,turmadopiupiu@ibest.com.br                        
NI                                                                                        ,43204929,NEEJA CARDEAL ALFREDO VICENTE SCHERER                   ,ALFREDO VICENTE               ,32248994,                                                  
